OrgUnitId,UserId,RoleName,EnrollmentDate,EnrollmentType,RoleId
652651,7617,Student,1998-11-06T09:48:20,Manual,103
709402,3109,Student,2020-06-17T09:32:43,Manual,103
813503,4238,Student,2004-10-21T08:53:55,Manual,103
706808,7483,Student,1984-10-25T12:12:15,Manual,103
506768,6819,Student,1985-08-25T00:04:24,Manual,103
423754,0530,Student,2010-01-07T05:48:53,Manual,103
652651,8546,Student,1972-03-23T05:35:42,Manual,103
446495,3884,Student,2019-04-26T07:11:12,Manual,103
159800,8209,Student,1972-05-07T08:14:04,Manual,103
570403,5746,Student,2022-12-29T02:13:06,Manual,103
359098,0388,Student,2020-10-30T01:14:52,Manual,103
050893,6512,Student,1974-03-14T19:59:35,Manual,103
949162,3231,Student,2005-09-26T16:35:11,Manual,103
797285,3036,Student,1997-11-14T04:57:09,Manual,103
193897,8997,Student,2010-08-28T11:57:09,Manual,103
588583,1218,Student,1989-12-11T16:12:40,Manual,103
892905,7829,Student,1991-10-08T04:06:33,Manual,103
568053,6197,Student,1986-11-01T04:53:20,Manual,103
092969,3236,Student,1996-08-23T08:40:09,Manual,103
317119,8956,Student,1985-05-31T07:56:57,Manual,103
721257,9365,Student,1973-07-29T05:14:38,Manual,103
883411,8502,Student,1990-02-26T18:01:31,Manual,103
166133,0878,Student,1985-02-13T17:57:22,Manual,103
341454,2614,Student,1987-01-20T07:32:27,Manual,103
897350,7985,Student,2021-12-28T03:51:20,Manual,103
302386,9415,Student,1972-04-25T18:03:13,Manual,103
345357,0521,Student,1973-03-08T00:28:41,Manual,103
497057,3803,Student,2021-09-02T05:10:16,Manual,103
094767,6791,Student,2009-11-13T15:03:04,Manual,103
296170,6226,Student,2023-06-02T17:00:35,Manual,103
560833,0809,Student,1976-12-22T03:40:01,Manual,103
028352,2685,Student,1980-07-03T11:31:37,Manual,103
149209,4045,Student,1973-12-29T14:23:54,Manual,103
193897,2173,Student,2013-06-15T20:56:39,Manual,103
860212,0812,Student,2018-06-08T15:12:47,Manual,103
018204,6199,Student,2005-10-20T05:56:58,Manual,103
167049,5278,Student,1991-07-14T13:11:51,Manual,103
362505,9475,Student,2012-12-22T07:19:40,Manual,103
189724,8761,Student,1993-02-03T12:37:04,Manual,103
876516,4283,Student,2000-07-30T01:01:03,Manual,103
193897,3791,Student,2018-06-06T08:10:43,Manual,103
128852,9662,Student,1995-06-19T08:40:14,Manual,103
250155,1218,Student,1998-03-16T00:44:45,Manual,103
496179,0811,Student,2000-08-13T22:47:49,Manual,103
425165,1189,Student,1999-11-10T20:00:11,Manual,103
853642,8711,Student,1999-02-27T01:49:56,Manual,103
881144,0739,Student,2003-10-02T11:55:15,Manual,103
448928,4646,Student,2024-11-09T06:50:04,Manual,103
989010,7797,Student,1982-05-24T21:24:09,Manual,103
468543,2333,Student,1983-03-11T15:50:04,Manual,103
163029,0175,Student,1972-03-24T21:49:37,Manual,103
882371,3394,Student,2017-01-08T06:22:01,Manual,103
380117,2795,Student,1986-04-28T14:46:32,Manual,103
637278,8209,Student,1998-11-21T16:40:26,Manual,103
467643,0878,Student,1992-02-09T18:09:23,Manual,103
921274,9503,Student,1972-11-16T16:51:56,Manual,103
265123,9338,Student,2024-08-28T09:21:38,Manual,103
842440,7750,Student,2020-11-25T19:08:12,Manual,103
106681,8127,Student,1973-03-01T22:31:59,Manual,103
745150,6695,Student,1971-05-27T01:44:57,Manual,103
671116,6512,Student,1989-04-15T06:09:30,Manual,103
049095,0080,Student,2014-05-22T11:14:25,Manual,103
652651,1384,Student,2003-01-25T08:45:02,Manual,103
189724,3950,Student,1973-10-25T18:47:20,Manual,103
985504,5314,Student,2023-08-11T20:41:45,Manual,103
628208,6044,Student,2021-12-15T18:01:35,Manual,103
399019,3394,Student,1978-02-27T02:56:24,Manual,103
455746,1769,Student,1995-05-09T20:53:41,Manual,103
553270,8225,Student,2007-09-08T11:24:39,Manual,103
547705,7138,Student,2002-11-05T03:54:40,Manual,103
221591,8660,Student,2004-07-10T23:34:53,Manual,103
206737,3746,Student,1975-07-05T10:33:12,Manual,103
000960,4491,Student,1990-04-18T23:56:14,Manual,103
161712,1125,Student,1973-09-14T06:24:37,Manual,103
005275,6156,Student,2004-08-22T12:57:33,Manual,103
686793,2651,Student,1992-01-11T22:25:32,Manual,103
964650,5422,Student,1975-11-16T20:33:17,Manual,103
983860,0050,Student,1977-10-14T14:16:09,Manual,103
253210,4959,Student,2006-05-15T01:17:30,Manual,103
686793,6699,Student,1983-03-07T19:41:14,Manual,103
170257,0342,Student,1972-04-02T00:04:00,Manual,103
236468,0027,Student,1971-12-09T01:59:05,Manual,103
850550,3099,Student,2021-08-22T13:39:40,Manual,103
858346,7460,Student,2008-10-06T09:51:43,Manual,103
368728,4637,Student,2025-06-16T17:29:30,Manual,103
715936,6882,Student,2016-03-18T18:24:14,Manual,103
987332,3872,Student,1983-01-03T20:24:37,Manual,103
620417,0175,Student,2014-01-08T12:50:59,Manual,103
668416,9947,Student,2000-04-17T12:43:34,Manual,103
905595,2993,Student,2009-10-04T18:18:56,Manual,103
920868,8168,Student,1994-09-05T12:05:09,Manual,103
368110,1123,Student,2000-11-29T01:57:26,Manual,103
551535,9814,Student,1992-12-14T15:34:35,Manual,103
427190,5939,Student,2008-09-27T10:46:21,Manual,103
315349,6239,Student,1983-07-24T15:07:26,Manual,103
018894,6665,Student,1982-08-11T11:32:55,Manual,103
115337,7663,Student,2001-05-08T02:32:44,Manual,103
758452,0955,Student,2021-10-28T05:24:33,Manual,103
062821,8113,Student,2012-06-11T08:27:47,Manual,103
749567,8628,Student,1992-05-11T10:54:28,Manual,103
636005,8399,Student,1986-07-02T06:12:36,Manual,103
987122,3099,Student,1977-09-29T09:10:56,Manual,103
999366,1890,Student,1983-09-11T01:56:03,Manual,103
181453,3349,Student,1978-09-17T14:34:00,Manual,103
255900,4352,Student,2014-04-19T07:04:23,Manual,103
816722,8102,Student,1993-01-27T00:28:46,Manual,103
756778,2458,Student,2019-02-11T03:39:24,Manual,103
092629,7985,Student,2016-11-15T14:29:47,Manual,103
720804,9736,Student,1980-02-29T14:14:09,Manual,103
380117,4608,Student,2016-02-25T03:50:42,Manual,103
368110,4348,Student,1972-10-30T23:09:41,Manual,103
706849,3216,Student,1995-09-23T11:17:29,Manual,103
850550,9517,Student,1977-08-25T21:52:21,Manual,103
387022,6025,Student,1971-02-14T14:20:45,Manual,103
112670,0050,Student,1981-05-22T04:47:31,Manual,103
353996,2161,Student,1994-01-26T20:33:41,Manual,103
773054,1436,Student,1997-09-19T10:53:12,Manual,103
293073,3720,Student,1970-04-27T15:40:53,Manual,103
294602,3166,Student,2002-08-26T18:58:38,Manual,103
083755,1265,Student,1991-11-09T14:03:49,Manual,103
658942,9126,Student,2003-05-30T16:51:32,Manual,103
582433,2967,Student,1996-02-19T04:40:38,Manual,103
588583,7705,Student,2016-06-22T07:49:15,Manual,103
895377,3779,Student,2005-05-25T00:46:27,Manual,103
324363,2639,Student,2001-04-09T12:30:09,Manual,103
446495,3243,Student,2016-03-28T20:38:11,Manual,103
736913,0234,Student,1977-10-24T07:45:56,Manual,103
592002,3595,Student,1989-11-25T03:18:58,Manual,103
618838,8502,Student,2014-01-25T08:07:51,Manual,103
496179,2907,Student,2006-06-01T07:46:10,Manual,103
738914,1142,Student,1971-11-16T07:36:48,Manual,103
701040,9480,Student,1989-09-24T10:53:02,Manual,103
155922,7297,Student,1970-02-28T02:34:15,Manual,103
498523,8767,Student,2002-02-09T03:44:03,Manual,103
427190,4810,Student,1989-06-25T11:20:42,Manual,103
846561,0146,Student,2006-09-25T07:12:26,Manual,103
003162,3710,Student,2001-03-22T17:04:12,Manual,103
552938,9683,Student,2012-07-12T11:04:00,Manual,103
465042,9126,Student,1988-09-13T01:37:15,Manual,103
377187,1890,Student,1979-12-13T14:46:09,Manual,103
247358,4376,Student,1988-12-06T13:34:06,Manual,103
270271,6425,Student,1986-12-11T21:13:20,Manual,103
529903,2674,Student,2010-05-18T03:46:00,Manual,103
806738,9490,Student,1979-04-29T21:51:49,Manual,103
838578,1041,Student,1987-01-20T15:26:43,Manual,103
336542,0027,Student,2005-07-09T04:23:45,Manual,103
226420,0739,Student,1981-12-24T19:48:07,Manual,103
197657,2723,Student,1979-07-08T05:38:37,Manual,103
294602,5800,Student,2001-08-01T09:25:58,Manual,103
103759,9545,Student,2020-03-06T20:00:25,Manual,103
465042,3872,Student,2024-03-30T14:54:06,Manual,103
301503,2296,Student,1996-10-30T05:30:12,Manual,103
156717,7662,Student,2019-12-30T20:51:04,Manual,103
074069,7420,Student,1992-11-18T19:34:05,Manual,103
878679,6239,Student,2014-10-16T07:51:16,Manual,103
818678,6384,Student,1992-03-31T17:27:46,Manual,103
515030,3349,Student,1973-09-09T14:50:38,Manual,103
835755,6235,Student,2004-11-13T17:07:13,Manual,103
235803,3120,Student,1970-09-24T19:41:11,Manual,103
616994,6368,Student,1980-12-09T02:12:57,Manual,103
156717,2781,Student,1975-11-16T09:37:38,Manual,103
036664,2989,Student,2024-03-12T09:15:28,Manual,103
317541,4755,Student,1998-01-22T00:52:46,Manual,103
227509,5499,Student,2020-12-15T21:33:56,Manual,103
480426,3120,Student,1975-03-22T05:07:07,Manual,103
249262,6808,Student,2015-04-29T15:58:30,Manual,103
468543,1635,Student,1993-07-30T14:51:53,Manual,103
345357,7297,Student,2005-04-02T02:24:58,Manual,103
661562,0817,Student,2012-03-18T13:01:25,Manual,103
456433,4232,Student,1981-09-11T17:31:38,Manual,103
586346,8142,Student,1989-03-19T20:12:04,Manual,103
379885,5985,Student,2002-01-15T17:43:42,Manual,103
675891,2060,Student,1993-01-01T15:00:35,Manual,103
020803,7385,Student,1975-03-10T10:31:30,Manual,103
409158,3956,Student,1986-03-28T19:22:26,Manual,103
294602,1777,Student,1999-06-21T02:48:13,Manual,103
839792,8553,Student,1990-10-14T17:46:34,Manual,103
082102,9125,Student,2004-01-12T17:18:24,Manual,103
892645,2038,Student,2013-03-09T22:43:23,Manual,103
115142,8283,Student,1986-01-26T04:09:07,Manual,103
474904,9426,Student,1974-04-03T05:12:21,Manual,103
568562,1338,Student,2008-08-01T05:25:36,Manual,103
565694,4292,Student,1998-07-21T15:36:18,Manual,103
629263,4001,Student,1972-11-26T10:19:24,Manual,103
434517,9826,Student,1977-09-24T04:05:20,Manual,103
367590,7491,Student,1987-04-30T03:47:36,Manual,103
501638,9077,Student,1990-04-01T01:56:26,Manual,103
004689,9101,Student,1995-01-24T06:40:56,Manual,103
013992,6196,Student,1982-09-03T18:31:36,Manual,103
833248,1254,Student,2012-07-24T19:46:46,Manual,103
158671,3392,Student,2013-03-13T23:49:34,Manual,103
636623,9104,Student,2006-04-03T22:09:12,Manual,103
342853,3884,Student,2015-10-22T15:23:28,Manual,103
006118,5366,Student,1987-02-18T12:33:07,Manual,103
112406,0386,Student,1980-12-08T22:49:56,Manual,103
523331,7372,Student,1999-01-19T00:19:07,Manual,103
799740,1105,Student,1971-04-21T14:22:26,Manual,103
318467,0871,Student,1997-10-19T13:15:49,Manual,103
982846,5951,Student,2012-01-27T05:03:46,Manual,103
280130,3243,Student,2006-12-13T23:39:53,Manual,103
617162,6212,Student,1997-09-16T23:47:20,Manual,103
745787,0203,Student,1985-09-07T11:05:19,Manual,103
522118,3264,Student,1981-03-28T05:57:38,Manual,103
850550,0027,Student,1971-07-18T11:58:45,Manual,103
965647,3579,Student,2023-05-14T04:28:29,Manual,103
280247,7685,Student,2024-03-03T13:55:39,Manual,103
590842,3115,Student,2022-04-11T08:55:10,Manual,103
522118,6440,Student,2008-01-12T13:34:58,Manual,103
553941,6135,Student,2015-04-28T21:39:50,Manual,103
985504,9331,Student,1999-12-02T13:55:13,Manual,103
328986,8560,Student,2001-07-27T10:25:44,Manual,103
322291,3403,Student,1977-07-30T22:39:27,Manual,103
366707,8209,Student,2002-12-24T15:37:40,Manual,103
349484,1142,Student,2006-04-06T10:28:08,Manual,103
876516,6127,Student,2024-04-23T12:38:52,Manual,103
112406,6668,Student,1997-03-05T10:26:23,Manual,103
986710,6932,Student,2009-12-21T22:15:14,Manual,103
412486,5778,Student,1970-05-08T04:41:14,Manual,103
098947,3426,Student,2003-07-18T10:02:01,Manual,103
885926,5004,Student,1998-02-21T23:00:29,Manual,103
438867,6783,Student,1980-10-07T11:18:24,Manual,103
983852,5974,Student,1991-10-29T14:02:26,Manual,103
878679,0315,Student,1984-05-26T05:40:44,Manual,103
169305,9332,Student,1974-01-11T21:54:55,Manual,103
479820,1873,Student,1996-12-01T00:13:27,Manual,103
960012,5696,Student,1983-02-04T00:36:23,Manual,103
550010,6120,Student,2020-07-25T19:01:20,Manual,103
969230,6212,Student,1978-12-26T00:24:40,Manual,103
004854,3930,Student,1989-09-15T15:53:46,Manual,103
730413,0003,Student,1973-04-16T04:43:59,Manual,103
003323,8934,Student,1973-01-14T03:09:06,Manual,103
253210,6846,Student,2010-11-23T07:15:01,Manual,103
468543,6108,Student,1976-08-06T02:41:54,Manual,103
593279,9980,Student,2022-07-21T19:59:58,Manual,103
968197,4590,Student,2006-12-25T14:41:56,Manual,103
989010,0435,Student,1973-08-27T08:20:32,Manual,103
150522,3365,Student,1970-01-07T04:41:33,Manual,103
905772,0481,Student,2003-03-06T10:18:24,Manual,103
399019,4937,Student,2014-02-08T08:23:38,Manual,103
839792,1331,Student,2009-10-25T16:58:23,Manual,103
982041,8685,Student,2005-11-01T21:19:49,Manual,103
030218,0929,Student,1973-03-25T01:36:36,Manual,103
322374,0173,Student,2008-04-15T09:02:17,Manual,103
255900,8102,Student,2024-12-05T00:16:33,Manual,103
971420,3736,Student,1975-08-25T00:45:50,Manual,103
983852,0107,Student,1980-07-12T18:41:27,Manual,103
679609,6995,Student,2000-07-03T19:24:23,Manual,103
386036,3602,Student,2022-10-28T19:24:22,Manual,103
417615,6097,Student,2011-09-27T02:37:18,Manual,103
380117,0435,Student,1981-08-31T22:15:11,Manual,103
723773,3123,Student,1973-04-06T11:42:49,Manual,103
898434,7056,Student,2006-11-21T09:39:06,Manual,103
262798,0200,Student,1994-11-05T14:05:19,Manual,103
738914,9295,Student,1972-08-28T07:37:18,Manual,103
662950,3236,Student,2020-12-22T17:21:20,Manual,103
067589,5939,Student,2002-10-21T07:44:03,Manual,103
354840,9331,Student,1983-07-17T02:29:22,Manual,103
999617,1697,Student,2019-10-14T14:57:23,Manual,103
065417,4837,Student,1992-02-24T03:29:55,Manual,103
787226,2173,Student,2012-10-17T15:10:15,Manual,103
745556,1161,Student,1993-02-12T08:47:18,Manual,103
295611,1436,Student,2003-06-16T12:11:03,Manual,103
286945,7030,Student,1990-07-19T03:48:39,Manual,103
307614,1174,Student,1998-08-20T02:39:14,Manual,103
948890,5677,Student,2015-09-22T20:17:33,Manual,103
571222,7705,Student,1978-02-24T13:17:53,Manual,103
742723,6668,Student,1997-07-06T21:23:33,Manual,103
721074,6083,Student,1981-11-05T19:45:36,Manual,103
378689,9178,Student,1981-02-11T17:16:46,Manual,103
749201,8765,Student,1980-09-14T10:29:06,Manual,103
629263,9749,Student,1972-04-08T11:30:49,Manual,103
297821,0867,Student,2019-08-22T01:41:32,Manual,103
706141,7633,Student,2009-09-01T17:42:04,Manual,103
091944,1741,Student,2000-09-17T08:24:00,Manual,103
546284,0618,Student,1989-12-21T09:05:50,Manual,103
381010,9545,Student,1991-03-12T22:52:17,Manual,103
884008,1805,Student,1999-01-29T03:22:05,Manual,103
496179,4637,Student,2001-06-17T02:12:39,Manual,103
964650,3294,Student,1984-03-03T22:49:12,Manual,103
833160,9038,Student,2013-02-20T19:08:56,Manual,103
922936,2732,Student,1990-08-12T20:15:20,Manual,103
296813,7391,Student,2004-09-06T23:56:28,Manual,103
986710,5964,Student,2009-01-18T08:12:39,Manual,103
713413,9126,Student,1984-10-16T11:40:26,Manual,103
106681,2341,Student,1989-05-17T13:58:54,Manual,103
112406,6984,Student,1982-12-24T05:01:33,Manual,103
019694,3884,Student,2003-12-12T10:18:46,Manual,103
922829,5778,Student,1988-09-19T09:49:50,Manual,103
922936,4189,Student,2015-02-22T13:07:25,Manual,103
206630,8430,Student,2025-01-04T15:20:19,Manual,103
100140,7561,Student,2019-09-01T18:14:48,Manual,103
790266,8500,Student,2009-11-24T00:05:34,Manual,103
942163,7344,Student,2025-04-13T06:12:49,Manual,103
054902,1711,Student,1979-01-28T01:26:42,Manual,103
207139,3128,Student,2006-03-03T07:04:29,Manual,103
479820,2409,Student,1992-10-16T09:08:52,Manual,103
617162,3040,Student,1990-07-06T03:01:56,Manual,103
510888,5422,Student,1972-07-31T22:44:20,Manual,103
608769,4451,Student,1991-05-08T18:03:16,Manual,103
157965,6512,Student,2009-05-23T07:05:45,Manual,103
102377,3223,Student,1998-09-03T20:00:05,Manual,103
942251,4074,Student,2001-12-30T02:04:56,Manual,103
721796,5051,Student,2011-03-22T06:55:36,Manual,103
663591,6156,Student,2015-04-10T08:11:57,Manual,103
686311,8478,Student,1990-04-21T11:12:07,Manual,103
643318,6100,Student,1997-09-12T01:08:10,Manual,103
307614,7870,Student,1975-10-08T23:45:07,Manual,103
752200,1741,Student,2025-04-06T00:12:00,Manual,103
549775,8812,Student,2013-04-27T03:16:28,Manual,103
976787,4352,Student,1990-07-02T23:26:26,Manual,103
020803,0153,Student,2018-12-19T23:02:31,Manual,103
730689,7005,Student,2019-04-25T20:16:44,Manual,103
387022,6295,Student,1973-03-06T05:37:26,Manual,103
949901,2061,Student,1981-06-17T04:56:58,Manual,103
564532,4189,Student,2001-05-04T23:02:39,Manual,103
373843,6791,Student,1974-03-04T04:38:51,Manual,103
570403,4319,Student,2009-05-25T21:35:43,Manual,103
592673,5778,Student,2013-04-23T02:09:34,Manual,103
702956,0050,Student,1975-01-21T11:46:13,Manual,103
030218,0050,Student,2011-06-12T21:57:13,Manual,103
265123,0450,Student,1974-06-07T04:19:10,Manual,103
004854,1915,Student,1992-08-26T21:39:51,Manual,103
147693,8711,Student,1999-04-01T19:26:30,Manual,103
156717,9387,Student,2013-05-15T08:56:59,Manual,103
400699,9546,Student,1975-01-18T18:33:26,Manual,103
206737,9895,Student,1971-10-20T20:58:15,Manual,103
336550,7385,Student,2023-10-22T04:08:27,Manual,103
146841,1189,Student,1979-09-30T10:46:11,Manual,103
964650,4238,Student,2002-01-21T01:59:20,Manual,103
839549,4236,Student,1993-07-13T01:25:23,Manual,103
463679,0913,Student,2002-01-27T00:02:15,Manual,103
828848,2378,Student,2009-10-31T15:42:22,Manual,103
706849,7491,Student,1975-02-06T06:29:40,Manual,103
549021,8720,Student,1984-09-06T06:09:56,Manual,103
113855,0610,Student,1976-01-28T02:37:22,Manual,103
958860,6995,Student,1971-09-24T07:50:09,Manual,103
497057,8168,Student,1996-05-08T04:17:07,Manual,103
832124,5593,Student,2012-06-13T02:16:53,Manual,103
048977,7728,Student,1993-07-29T10:36:07,Manual,103
368492,2651,Student,2015-09-16T19:30:40,Manual,103
205041,4756,Student,2021-06-18T04:58:41,Manual,103
036713,2781,Student,1980-08-30T23:13:09,Manual,103
098737,7284,Student,1991-04-23T20:23:41,Manual,103
157860,3382,Student,2001-01-06T13:13:18,Manual,103
768449,6120,Student,2019-06-07T14:30:52,Manual,103
465046,3332,Student,1993-10-04T21:54:31,Manual,103
818013,9774,Student,1993-10-12T05:14:45,Manual,103
205041,1915,Student,1973-11-23T17:45:28,Manual,103
145786,8498,Student,2009-11-03T18:27:23,Manual,103
905772,6822,Student,2009-05-20T00:13:40,Manual,103
908310,1273,Student,1999-12-23T03:38:19,Manual,103
671116,8872,Student,1981-07-16T09:31:23,Manual,103
282358,6057,Student,2017-03-15T00:36:05,Manual,103
497057,7953,Student,1980-12-04T05:40:47,Manual,103
326797,3491,Student,2004-06-28T20:40:55,Manual,103
656164,0342,Student,1975-05-16T03:27:11,Manual,103
678618,7008,Student,1984-01-10T05:17:05,Manual,103
434517,6567,Student,1978-12-10T13:31:40,Manual,103
986710,6314,Student,2001-12-23T04:55:00,Manual,103
751386,3602,Student,1990-11-23T20:18:59,Manual,103
213904,7953,Student,2000-10-03T23:03:56,Manual,103
506484,0003,Student,2006-05-06T09:26:04,Manual,103
582433,8849,Student,1972-07-27T04:40:10,Manual,103
181957,5755,Student,2023-12-27T13:41:18,Manual,103
713413,6178,Student,1997-09-01T20:35:16,Manual,103
