OrgUnitId,Organization,Type,Name,Code,StartDate,EndDate,IsActive,CreatedDate,IsDeleted,DeletedDate,RecycledDate,Version,OrgUnitTypeId
731082,Random University,Course Offering,ENGLIT-3918,39074,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
400699,Random University,Course Offering,ENGLIT-2388,36703,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
721074,Random University,Course Offering,GREEKM-7694,39879,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
960794,Random University,Course Offering,ENGLIT-2910,38460,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
725080,Random University,Course Offering,ITAL-6694,31141,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
522118,Random University,Course Offering,KOREAN-2327,37380,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
253210,Random University,Course Offering,HINDI-6700,32088,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
445603,Random University,Course Offering,STAT-4745,36551,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
026822,Random University,Course Offering,PS-6600,30525,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
853179,Random University,Course Offering,ENGLIT-4282,39146,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
775505,Random University,Course Offering,LCJS-4943,39771,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
763201,Random University,Course Offering,AFRCNA-6137,30190,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
987745,Random University,Course Offering,HEBREW-5966,38014,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
115359,Random University,Course Offering,ASL-6404,32641,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
942907,Random University,Course Offering,TURKSH-6034,31693,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
035005,Random University,Course Offering,ASTRON-1285,34374,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
056090,Random University,Course Offering,PHYS-1582,38140,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
948254,Random University,Course Offering,RUSS-6780,33100,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
515030,Random University,Course Offering,FP-6975,35327,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
297821,Random University,Course Offering,SPAN-0623,34707,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
519936,Random University,Course Offering,QUECH-5996,35993,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
432366,Random University,Course Offering,ENGCMP-9206,35046,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
790266,Random University,Course Offering,GREEK-0687,35573,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
965647,Random University,Course Offering,GEOL-4551,33115,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
875303,Random University,Course Offering,ITAL-3879,37292,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
920868,Random University,Course Offering,FMST-4271,35502,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
277857,Random University,Course Offering,PHYS-4674,33673,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
353297,Random University,Course Offering,MUSIC-4712,34369,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
507304,Random University,Course Offering,GREEK-4225,30358,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
105218,Random University,Course Offering,GREEKM-0143,30790,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
798094,Random University,Course Offering,PORT-4505,36262,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
009213,Random University,Course Offering,GER-2450,39273,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
198190,Random University,Course Offering,UKRAIN-6756,30554,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
989567,Random University,Course Offering,PHYS-6661,32972,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
652651,Random University,Course Offering,LATIN-2270,30403,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
555933,Random University,Course Offering,ENGCMP-1389,38167,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
113795,Random University,Course Offering,HIST-0654,37582,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
409158,Random University,Course Offering,ARABIC-6493,37387,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
173890,Random University,Course Offering,ENGWRT-9996,37687,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
006479,Random University,Course Offering,SLOVAK-5722,36179,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
634725,Random University,Course Offering,PSY-4541,33713,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
942163,Random University,Course Offering,LATIN-8882,39448,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
627668,Random University,Course Offering,UKRAIN-2042,35521,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
253831,Random University,Course Offering,PS-4866,31685,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
096103,Random University,Course Offering,PS-9584,39946,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
897035,Random University,Course Offering,POLISH-4816,31388,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
530834,Random University,Course Offering,SLAV-4262,37232,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
790280,Random University,Course Offering,ARTSC-8334,32928,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
770027,Random University,Course Offering,ENGFLM-9204,35478,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
631355,Random University,Course Offering,ENGWRT-8774,39725,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
206737,Random University,Course Offering,THEA-9352,38170,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
317119,Random University,Course Offering,SOC-1330,33182,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
013185,Random University,Course Offering,ENGLIT-2477,36984,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
689354,Random University,Course Offering,ITAL-5498,34506,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
106776,Random University,Course Offering,HAA-7518,36390,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
982597,Random University,Course Offering,SLOVAK-0850,34094,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
629522,Random University,Course Offering,ARTSC-1097,35263,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
408012,Random University,Course Offering,JS-7358,36019,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
147744,Random University,Course Offering,ECON-2753,31127,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
741211,Random University,Course Offering,SERCRO-6999,39896,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
379885,Random University,Course Offering,GSWS-4645,32348,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
703585,Random University,Course Offering,HEBREW-3146,35520,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
891734,Random University,Course Offering,SWE-2384,30731,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
389536,Random University,Course Offering,ITAL-1733,34143,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
957216,Random University,Course Offering,AFRCNA-7269,39368,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
181957,Random University,Course Offering,LCJS-2444,36280,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
328558,Random University,Course Offering,SA-6939,37511,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
381579,Random University,Course Offering,MATH-9409,33599,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
578902,Random University,Course Offering,ASL-0935,34171,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
178029,Random University,Course Offering,GSWS-0201,30980,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
832429,Random University,Course Offering,CHIN-1467,36658,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
481784,Random University,Course Offering,PORT-4311,38822,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
971420,Random University,Course Offering,GSWS-3797,35518,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
867233,Random University,Course Offering,VIET-1493,30769,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
613170,Random University,Course Offering,FILMST-1247,30348,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
948890,Random University,Course Offering,GREEK-7160,36331,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
328455,Random University,Course Offering,LCTL-5409,32861,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
901143,Random University,Course Offering,BIOSC-0273,39589,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
256080,Random University,Course Offering,HPS-1989,30284,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
742888,Random University,Course Offering,CLASS-2107,37363,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
094767,Random University,Course Offering,SWE-9146,34242,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
004854,Random University,Course Offering,COMMRC-8830,35016,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
283213,Random University,Course Offering,RELGST-1350,39624,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
990202,Random University,Course Offering,RELGST-1923,34081,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
928735,Random University,Course Offering,RELGST-2094,39459,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
423566,Random University,Course Offering,FILMST-5911,37128,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
969230,Random University,Course Offering,STAT-0696,33811,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
198413,Random University,Course Offering,PEDC-7821,36845,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
573155,Random University,Course Offering,JS-5258,30342,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
999366,Random University,Course Offering,ARC-7798,33329,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
862684,Random University,Course Offering,GEOL-2728,36912,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
386036,Random University,Course Offering,FILMST-6733,39863,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
177012,Random University,Course Offering,URBNST-6022,34457,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
658821,Random University,Course Offering,GER-1670,38823,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
395551,Random University,Course Offering,PS-6867,32566,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
328986,Random University,Course Offering,RUSS-7333,38613,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
961038,Random University,Course Offering,URBNST-4735,33582,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
427190,Random University,Course Offering,ASL-9324,36860,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
550010,Random University,Course Offering,SWE-4399,30835,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
314030,Random University,Course Offering,KOREAN-5408,36373,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
090505,Random University,Course Offering,ASL-1052,39174,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
203248,Random University,Course Offering,SLOVAK-3566,30027,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
843269,Random University,Course Offering,GREEKM-1722,31967,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
085719,Random University,Course Offering,ITAL-9059,32791,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
875589,Random University,Course Offering,PHYS-1724,37900,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
827159,Random University,Course Offering,ENGCMP-1766,32262,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
207139,Random University,Course Offering,PSY-1600,32569,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
687904,Random University,Course Offering,IRISH-8571,33257,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
296813,Random University,Course Offering,VIET-2145,30473,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
302407,Random University,Course Offering,NROSCI-1471,38434,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
568053,Random University,Course Offering,PSY-3362,32034,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
286945,Random University,Course Offering,URBNST-7641,30220,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
343869,Random University,Course Offering,RELGST-7567,38865,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
067589,Random University,Course Offering,SWAHIL-6388,31830,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
506484,Random University,Course Offering,ASTRON-7575,38353,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
571222,Random University,Course Offering,FMST-4509,33039,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
280247,Random University,Course Offering,SWAHIL-0022,39055,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
378679,Random University,Course Offering,HAA-8964,36141,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
187279,Random University,Course Offering,JPNSE-6570,33821,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
977736,Random University,Course Offering,PERS-1996,35445,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
384488,Random University,Course Offering,ENGWRT-6284,39577,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
982846,Random University,Course Offering,ASL-2251,38043,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
648164,Random University,Course Offering,ANTH-3651,30018,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
455165,Random University,Course Offering,ARC-1867,30183,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
072505,Random University,Course Offering,PERS-4759,34151,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
352995,Random University,Course Offering,POLISH-1180,36257,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
166358,Random University,Course Offering,POLISH-0552,36650,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
971981,Random University,Course Offering,LING-9995,39805,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
362796,Random University,Course Offering,LING-9410,39169,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
623304,Random University,Course Offering,PORT-6736,32410,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
365745,Random University,Course Offering,SA-9370,36099,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
146841,Random University,Course Offering,KOREAN-0768,39266,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
799740,Random University,Course Offering,THEA-8505,33015,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
018204,Random University,Course Offering,GEOL-6866,32391,2025-06-01T04:00:00,2025-08-17T04:00:00,TRUE,2025-03-01T04:00:00,FALSE,,,444891467936,3
